,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM
8489,8490,2014,2,17,17,64.0,64.0,,,,,3.2,1026.9,-13.6,0.0,SSW,1.1
8490,8491,2014,2,17,18,72.0,72.0,,,,,2.6,1027.8,-12.5,0.0,SW,1.8
8491,8492,2014,2,17,19,84.0,84.0,,,,,1.3,1028.7,-11.2,0.0,SSW,2.6
8492,8493,2014,2,17,20,92.0,92.0,,,,,0.1,1029.4,-12.6,0.0,SW,2.7
8493,8494,2014,2,17,21,66.0,66.0,,,,,-0.9,1029.6,-11.4,0.0,SW,1.7
8494,8495,2014,2,17,22,51.0,51.0,,,,,-1.2,1029.4,-10.3,0.0,S,1.2
8495,8496,2014,2,17,23,42.0,42.0,,,,,-1.5,1029.4,-9.9,0.0,SSW,1.5
8496,8497,2014,2,18,0,45.0,45.0,,,,,-1.7,1029.1,-9.6,0.0,S,1.6
8497,8498,2014,2,18,1,44.0,44.0,,,,,-1.9,1028.4,-9.5,0.0,E,0.8
8498,8499,2014,2,18,2,37.0,37.0,,,,,-1.9,1027.8,-9.3,0.0,E,1.1
8499,8500,2014,2,18,3,,,,,,,-2.6,1027.7,-9.3,0.0,E,0.1
8500,8501,2014,2,18,4,40.0,40.0,,,,,-3.7,1027.7,-9.3,0.0,SSW,0.3
8501,8502,2014,2,18,5,58.0,58.0,,,,,-4.9,1027.6,-9.2,0.0,WNW,0.9
8502,8503,2014,2,18,6,63.0,63.0,,,,,-5.4,1027.6,-8.8,0.0,WNW,0.6
8503,8504,2014,2,18,7,59.0,59.0,,,,,-4.3,1028.1,-8.6,0.0,W,1.2
8504,8505,2014,2,18,8,63.0,63.0,,,,,-2.2,1028.0,-8.7,0.0,W,1.0
8505,8506,2014,2,18,9,80.0,80.0,,,,,-1.1,1027.4,-8.8,0.0,SW,1.5
8506,8507,2014,2,18,10,88.0,88.0,,,,,-0.3,1027.0,-8.5,0.0,S,3.1
8507,8508,2014,2,18,11,96.0,96.0,,,,,0.7,1025.8,-9.3,0.0,SSW,1.7
8508,8509,2014,2,18,12,86.0,86.0,,,,,1.8,1024.4,-8.3,0.0,SSE,2.6
8509,8510,2014,2,18,13,72.0,72.0,,,,,1.7,1023.1,-8.2,0.0,S,2.0
8510,8511,2014,2,18,14,61.0,61.0,,,,,1.7,1022.4,-8.7,0.0,S,1.4
8511,8512,2014,2,18,15,71.0,71.0,,,,,2.2,1021.9,-8.8,0.0,SW,1.8
8512,8513,2014,2,18,16,82.0,82.0,,,,,2.0,1021.7,-9.0,0.0,SW,2.3
8513,8514,2014,2,18,17,71.0,71.0,,,,,1.6,1021.6,-8.8,0.0,S,1.9
8514,8515,2014,2,18,18,75.0,75.0,,,,,0.9,1021.8,-8.6,0.0,SSW,0.9
8515,8516,2014,2,18,19,87.0,87.0,,,,,0.5,1022.0,-8.7,0.0,SSW,0.0
8516,8517,2014,2,18,20,95.0,95.0,,,,,-0.4,1022.3,-7.0,0.0,SSW,0.0
8517,8518,2014,2,18,21,97.0,97.0,,,,,0.9,1022.7,-8.1,0.0,SSW,1.2
8518,8519,2014,2,18,22,91.0,91.0,,,,,0.3,1022.7,-7.7,0.0,SSW,1.0
8519,8520,2014,2,18,23,65.0,65.0,,,,,-0.7,1022.2,-7.7,0.0,W,1.3
8520,8521,2014,2,19,0,70.0,70.0,,,,,-2.4,1022.0,-6.9,0.0,W,1.1
8521,8522,2014,2,19,1,80.0,80.0,,,,,-1.4,1021.8,-8.2,0.0,NNE,1.4
8522,8523,2014,2,19,2,87.0,87.0,,,,,-0.8,1021.5,-9.0,0.0,E,1.0
8523,8524,2014,2,19,3,122.0,122.0,,,,,-2.6,1021.2,-8.9,0.0,NE,0.5
8524,8525,2014,2,19,4,106.0,106.0,,,,,-1.7,1021.3,-8.9,0.0,NNE,0.6
8525,8526,2014,2,19,5,92.0,92.0,,,,,-1.8,1021.7,-8.6,0.0,NE,1.4
8526,8527,2014,2,19,6,83.0,83.0,,,,,-1.7,1022.3,-9.8,0.0,NNE,2.0
8527,8528,2014,2,19,7,66.0,66.0,,,,,-1.2,1023.2,-10.8,0.0,ENE,1.1
8528,8529,2014,2,19,8,47.0,47.0,,,,,0.6,1023.5,-11.5,0.0,NE,2.2
8529,8530,2014,2,19,9,34.0,34.0,,,,,2.0,1023.5,-11.9,0.0,NE,2.3
8530,8531,2014,2,19,10,29.0,29.0,,,,,3.3,1023.1,-13.1,0.0,NE,3.6
8531,8532,2014,2,19,11,16.0,16.0,,,,,4.1,1022.6,-12.8,0.0,ENE,3.7
8532,8533,2014,2,19,12,15.0,15.0,,,,,4.6,1021.4,-13.3,0.0,NE,2.2
8533,8534,2014,2,19,13,21.0,21.0,,,,,5.6,1020.6,-13.4,0.0,SSE,1.4
8534,8535,2014,2,19,14,19.0,19.0,,,,,6.1,1020.3,-13.5,0.0,W,1.5
8535,8536,2014,2,19,15,19.0,19.0,,,,,6.4,1020.3,-13.3,0.0,SSW,1.1
8536,8537,2014,2,19,16,25.0,25.0,,,,,5.4,1020.3,-13.1,0.0,WSW,1.6
8537,8538,2014,2,19,17,27.0,27.0,,,,,3.8,1020.9,-13.1,0.0,WSW,0.6
8538,8539,2014,2,19,18,31.0,31.0,,,,,2.0,1021.7,-12.6,0.0,SSW,0.3
8539,8540,2014,2,19,19,28.0,28.0,,,,,1.8,1022.1,-12.1,0.0,WSW,1.8
8540,8541,2014,2,19,20,72.0,72.0,,,,,0.8,1022.4,-11.3,0.0,W,1.1
8541,8542,2014,2,19,21,125.0,125.0,,,,,0.3,1023.1,-10.0,0.0,SW,1.4
8542,8543,2014,2,19,22,134.0,134.0,,,,,0.1,1023.5,-7.2,0.0,SW,2.0
8543,8544,2014,2,19,23,140.0,140.0,,,,,-0.2,1023.4,-5.8,0.0,SW,1.6
8544,8545,2014,2,20,0,139.0,139.0,,,,,-1.4,1023.2,-5.3,0.0,SSE,0.9
8545,8546,2014,2,20,1,142.0,142.0,,,,,-2.5,1023.2,-5.2,0.0,SSE,0.8
8546,8547,2014,2,20,2,144.0,144.0,,,,,-2.5,1023.1,-4.7,0.0,SE,1.2
8547,8548,2014,2,20,3,154.0,154.0,,,,,-3.2,1023.1,-5.2,0.0,ESE,0.6
8548,8549,2014,2,20,4,136.0,136.0,,,,,-3.1,1023.4,-4.7,0.0,E,0.8
8549,8550,2014,2,20,5,137.0,137.0,,,,,-2.6,1023.8,-5.1,0.0,NE,1.5
8550,8551,2014,2,20,6,167.0,167.0,,,,,-2.4,1024.2,-4.9,0.0,NNE,1.2
8551,8552,2014,2,20,7,169.0,169.0,,,,,-2.0,1024.8,-4.8,0.0,ESE,0.8
8552,8553,2014,2,20,8,177.0,177.0,,,,,-1.1,1025.1,-4.8,0.0,NW,1.4
8553,8554,2014,2,20,9,175.0,175.0,,,,,-0.7,1025.3,-5.1,0.0,W,1.1
8554,8555,2014,2,20,10,191.0,191.0,,,,,0.2,1025.1,-4.8,0.0,W,1.4
8555,8556,2014,2,20,11,204.0,204.0,,,,,0.7,1024.5,-4.3,0.0,SSW,0.8
8556,8557,2014,2,20,12,222.0,222.0,,,,,1.3,1023.7,-4.2,0.0,SSW,2.4
8557,8558,2014,2,20,13,249.0,286.0,65.0,55.0,2400.0,8.0,1.2,1023.3,-4.3,0.0,SE,1.5
8558,8559,2014,2,20,14,280.0,307.0,64.0,54.0,2400.0,12.0,1.1,1022.7,-4.8,0.0,SSW,1.0
8559,8560,2014,2,20,15,322.0,365.0,49.0,50.0,2400.0,19.0,1.3,1022.3,-4.8,0.0,NNW,0.5
8560,8561,2014,2,20,16,340.0,391.0,48.0,60.0,2500.0,20.0,1.2,1022.1,-4.7,0.0,WSW,0.8
8561,8562,2014,2,20,17,358.0,423.0,56.0,75.0,2700.0,11.0,0.1,1022.2,-4.5,0.0,E,0.0
8562,8563,2014,2,20,18,372.0,440.0,56.0,87.0,2800.0,1.0,-0.8,1022.5,-4.5,0.0,WSW,0.8
8563,8564,2014,2,20,19,379.0,448.0,57.0,94.0,3000.0,1.0,-2.2,1022.6,-5.0,0.0,WNW,0.8
8564,8565,2014,2,20,20,389.0,479.0,60.0,95.0,3800.0,1.0,-2.5,1023.1,-4.8,0.0,WSW,0.9
8565,8566,2014,2,20,21,375.0,430.0,57.0,91.0,3900.0,1.0,-3.1,1023.1,-5.0,0.0,S,0.4
8566,8567,2014,2,20,22,341.0,387.0,56.0,84.0,3600.0,1.0,-3.3,1023.1,-4.7,0.0,WSW,0.9
8567,8568,2014,2,20,23,316.0,336.0,48.0,78.0,2900.0,1.0,-2.6,1022.9,-4.5,0.0,W,1.2
8568,8569,2014,2,21,0,278.0,282.0,40.0,75.0,2700.0,1.0,-2.5,1022.7,-4.4,0.0,W,0.8
8569,8570,2014,2,21,1,275.0,292.0,38.0,75.0,2800.0,1.0,-2.1,1022.5,-4.4,0.0,SW,0.7
8570,8571,2014,2,21,2,284.0,294.0,,73.0,2800.0,1.0,-1.7,1022.1,-4.0,0.0,W,1.1
8571,8572,2014,2,21,3,245.0,245.0,62.0,62.0,,1.0,-1.7,1021.8,-4.0,0.0,E,0.2
8572,8573,2014,2,21,4,212.0,217.0,67.0,59.0,1900.0,,-0.1,1021.7,-3.1,0.0,NNE,1.7
8573,8574,2014,2,21,5,221.0,224.0,65.0,,2300.0,1.0,0.0,1021.8,-3.6,0.0,NNE,1.4
8574,8575,2014,2,21,6,219.0,227.0,78.0,68.0,2500.0,1.0,0.0,1022.0,-3.4,0.0,SSW,0.7
8575,8576,2014,2,21,7,212.0,217.0,76.0,68.0,2500.0,1.0,0.2,1022.3,-3.4,0.0,W,0.7
8576,8577,2014,2,21,8,247.0,259.0,77.0,71.0,2800.0,1.0,0.8,1022.4,-3.1,0.0,SW,0.5
8577,8578,2014,2,21,9,233.0,252.0,89.0,73.0,2500.0,1.0,1.4,1022.4,-3.3,0.0,NNW,0.4
8578,8579,2014,2,21,10,193.0,200.0,99.0,71.0,,,2.2,1022.1,-3.3,0.0,NE,1.4
8579,8580,2014,2,21,11,178.0,207.0,,73.0,,,3.0,1021.6,-4.0,0.0,ESE,1.0
8580,8581,2014,2,21,12,202.0,239.0,108.0,,2100.0,8.0,3.5,1020.7,-4.0,0.0,NNW,0.3
8581,8582,2014,2,21,13,187.0,235.0,110.0,77.0,2300.0,11.0,4.1,1019.7,-3.9,0.0,SE,1.0
8582,8583,2014,2,21,14,259.0,280.0,110.0,78.0,2300.0,15.0,4.7,1019.4,-3.8,0.0,SSE,1.4
8583,8584,2014,2,21,15,254.0,284.0,107.0,78.0,2300.0,19.0,4.7,1019.3,-3.6,0.0,SSE,0.8
8584,8585,2014,2,21,16,276.0,320.0,99.0,86.0,2600.0,15.0,3.9,1019.5,-3.6,0.0,SSW,1.1
8585,8586,2014,2,21,17,281.0,322.0,95.0,94.0,2700.0,11.0,2.9,1020.0,-3.9,0.0,SW,0.8
8586,8587,2014,2,21,18,275.0,326.0,93.0,103.0,2600.0,4.0,2.2,1020.9,-3.7,0.0,WSW,0.8
8587,8588,2014,2,21,19,276.0,331.0,88.0,110.0,2900.0,1.0,0.0,1021.4,-3.7,0.0,WNW,0.8
8588,8589,2014,2,21,20,285.0,330.0,86.0,110.0,3000.0,1.0,-0.7,1021.8,-3.7,0.0,W,0.7
8589,8590,2014,2,21,21,279.0,319.0,85.0,104.0,2900.0,1.0,-0.7,1021.9,-3.7,0.0,W,0.9
8590,8591,2014,2,21,22,240.0,291.0,89.0,98.0,2600.0,1.0,-0.8,1022.1,-3.7,0.0,WSW,0.6
8591,8592,2014,2,21,23,233.0,281.0,85.0,95.0,2500.0,1.0,-1.3,1022.1,-4.0,0.0,W,0.9
8592,8593,2014,2,22,0,234.0,288.0,70.0,94.0,2600.0,1.0,-1.4,1022.2,-3.9,0.0,WSW,0.8
8593,8594,2014,2,22,1,280.0,333.0,67.0,106.0,3900.0,1.0,-1.2,1022.3,-3.6,0.0,NNW,0.4
8594,8595,2014,2,22,2,295.0,332.0,,91.0,3500.0,1.0,1.9,1022.5,-3.6,0.0,NNE,1.4
8595,8596,2014,2,22,3,257.0,306.0,93.0,75.0,,1.0,2.4,1022.2,-3.9,0.0,NNE,0.8
8596,8597,2014,2,22,4,254.0,315.0,110.0,78.0,3100.0,,2.3,1022.5,-3.8,0.0,NW,1.1
8597,8598,2014,2,22,5,253.0,312.0,112.0,,3000.0,5.0,2.5,1022.7,-3.6,0.0,NNE,0.4
8598,8599,2014,2,22,6,241.0,290.0,103.0,94.0,2700.0,6.0,2.8,1022.8,-3.8,0.0,WNW,1.0
8599,8600,2014,2,22,7,229.0,283.0,103.0,94.0,2600.0,6.0,3.1,1023.4,-3.7,0.0,N,0.7
8600,8601,2014,2,22,8,267.0,303.0,98.0,98.0,2800.0,6.0,3.6,1023.9,-3.7,0.0,NE,1.7
8601,8602,2014,2,22,9,274.0,317.0,106.0,99.0,2800.0,8.0,4.1,1024.0,-3.4,0.0,NE,0.9
8602,8603,2014,2,22,10,270.0,309.0,111.0,92.0,2700.0,13.0,5.0,1023.8,-3.6,0.0,NNW,1.4
8603,8604,2014,2,22,11,278.0,322.0,121.0,97.0,2900.0,15.0,5.6,1023.5,-3.5,0.0,NE,1.8
8604,8605,2014,2,22,12,274.0,320.0,136.0,94.0,3000.0,22.0,6.0,1022.6,-3.4,0.0,NW,1.3
8605,8606,2014,2,22,13,279.0,351.0,159.0,101.0,3700.0,25.0,6.1,1022.2,-3.3,0.0,N,1.3
8606,8607,2014,2,22,14,306.0,425.0,180.0,118.0,4800.0,21.0,6.6,1022.0,-2.8,0.0,ENE,2.2
8607,8608,2014,2,22,15,293.0,376.0,164.0,114.0,4000.0,22.0,6.4,1021.9,-2.0,0.0,E,2.3
8608,8609,2014,2,22,16,310.0,397.0,144.0,118.0,3900.0,18.0,6.1,1022.1,-2.0,0.0,E,1.1
8609,8610,2014,2,22,17,293.0,404.0,139.0,119.0,4100.0,15.0,4.7,1022.6,-3.1,0.0,NW,0.4
8610,8611,2014,2,22,18,241.0,317.0,96.0,120.0,3500.0,12.0,4.0,1023.4,-2.9,0.0,NE,0.2
8611,8612,2014,2,22,19,220.0,310.0,85.0,122.0,3500.0,5.0,5.0,1023.8,-2.8,0.0,NW,0.6
8612,8613,2014,2,22,20,251.0,340.0,78.0,117.0,3600.0,5.0,4.5,1024.4,-1.3,0.0,ESE,2.0
8613,8614,2014,2,22,21,215.0,279.0,100.0,102.0,3000.0,10.0,3.7,1024.7,-1.5,0.0,SSE,1.3
8614,8615,2014,2,22,22,189.0,248.0,95.0,90.0,2700.0,13.0,3.2,1024.8,-1.4,0.0,E,3.1
8615,8616,2014,2,22,23,203.0,222.0,83.0,81.0,2500.0,18.0,2.7,1024.8,-1.8,0.0,E,1.0
8616,8617,2014,2,23,0,211.0,221.0,74.0,68.0,2300.0,24.0,2.4,1025.2,-2.3,0.0,E,1.2
8617,8618,2014,2,23,1,200.0,200.0,77.0,54.0,2400.0,33.0,2.1,1025.1,-3.2,0.0,E,2.1
8618,8619,2014,2,23,2,183.0,183.0,,54.0,2900.0,35.0,1.8,1024.9,-4.1,0.0,E,0.9
8619,8620,2014,2,23,3,181.0,181.0,104.0,62.0,,27.0,1.7,1024.5,-4.4,0.0,ESE,2.6
8620,8621,2014,2,23,4,184.0,184.0,101.0,60.0,2900.0,,1.3,1024.7,-5.2,0.0,E,2.4
8621,8622,2014,2,23,5,172.0,172.0,96.0,,2600.0,21.0,1.4,1024.7,-4.9,0.0,ESE,1.7
8622,8623,2014,2,23,6,164.0,172.0,97.0,56.0,2700.0,29.0,1.4,1024.9,-4.7,0.0,SE,0.6
8623,8624,2014,2,23,7,136.0,184.0,101.0,67.0,2900.0,18.0,1.5,1025.4,-4.4,0.0,SSW,0.8
8624,8625,2014,2,23,8,150.0,202.0,112.0,78.0,3200.0,7.0,1.8,1025.6,-4.3,0.0,W,0.8
8625,8626,2014,2,23,9,157.0,208.0,108.0,75.0,2800.0,12.0,2.1,1025.6,-3.6,0.0,E,1.2
8626,8627,2014,2,23,10,151.0,213.0,138.0,77.0,3200.0,13.0,2.3,1025.4,-3.4,0.0,E,1.0
8627,8628,2014,2,23,11,167.0,240.0,174.0,86.0,3800.0,9.0,2.6,1024.5,-3.5,0.0,S,1.2
8628,8629,2014,2,23,12,175.0,239.0,169.0,88.0,3700.0,11.0,3.1,1023.4,-3.3,0.0,E,2.1
8629,8630,2014,2,23,13,170.0,222.0,144.0,86.0,3200.0,16.0,3.0,1023.1,-3.2,0.0,E,2.4
8630,8631,2014,2,23,14,197.0,237.0,144.0,83.0,3400.0,20.0,3.3,1022.8,-3.1,0.0,E,1.1
8631,8632,2014,2,23,15,209.0,257.0,168.0,94.0,4000.0,13.0,3.5,1022.5,-2.9,0.0,SE,1.1
8632,8633,2014,2,23,16,224.0,273.0,176.0,100.0,4400.0,10.0,3.4,1022.5,-3.0,0.0,E,1.0
8633,8634,2014,2,23,17,248.0,309.0,193.0,108.0,4700.0,6.0,3.3,1022.8,-3.1,0.0,E,1.3
8634,8635,2014,2,23,18,257.0,349.0,179.0,109.0,4600.0,5.0,3.0,1023.2,-2.9,0.0,SSE,0.5
8635,8636,2014,2,23,19,261.0,349.0,179.0,112.0,5200.0,5.0,2.6,1023.2,-2.7,0.0,W,1.4
8636,8637,2014,2,23,20,237.0,327.0,169.0,109.0,4700.0,5.0,2.4,1023.4,-2.7,0.0,WNW,1.0
8637,8638,2014,2,23,21,239.0,311.0,163.0,107.0,4800.0,5.0,2.4,1023.6,-2.7,0.0,WNW,0.8
8638,8639,2014,2,23,22,218.0,270.0,145.0,104.0,4100.0,4.0,2.3,1023.2,-2.6,0.0,W,1.0
8639,8640,2014,2,23,23,182.0,261.0,136.0,108.0,4400.0,4.0,2.1,1022.9,-2.2,0.0,WSW,1.0
8640,8641,2014,2,24,0,231.0,300.0,136.0,111.0,5100.0,5.0,3.2,1022.5,-3.0,0.0,N,0.8
8641,8642,2014,2,24,1,195.0,269.0,127.0,110.0,4700.0,4.0,3.2,1022.2,-3.2,0.0,NW,0.9
8642,8643,2014,2,24,2,262.0,345.0,,116.0,5200.0,5.0,3.2,1021.9,-3.2,0.0,WNW,0.9
8643,8644,2014,2,24,3,265.0,333.0,161.0,118.0,,5.0,3.1,1021.3,-3.1,0.0,NE,1.3
8644,8645,2014,2,24,4,252.0,326.0,172.0,119.0,4800.0,,3.1,1021.1,-3.1,0.0,ENE,1.4
8645,8646,2014,2,24,5,262.0,334.0,170.0,,4800.0,5.0,2.9,1021.1,-3.0,0.0,W,1.0
8646,8647,2014,2,24,6,246.0,316.0,168.0,116.0,4600.0,5.0,2.9,1021.6,-3.0,0.0,WNW,1.1
8647,8648,2014,2,24,7,251.0,330.0,163.0,118.0,4800.0,6.0,2.6,1022.3,-2.7,0.0,WSW,1.0
8648,8649,2014,2,24,8,259.0,354.0,165.0,123.0,6000.0,6.0,3.2,1022.2,-2.3,0.0,W,0.9
8649,8650,2014,2,24,9,258.0,359.0,175.0,125.0,6100.0,7.0,4.3,1021.9,-2.3,0.0,WNW,1.0
8650,8651,2014,2,24,10,264.0,360.0,184.0,129.0,5800.0,8.0,5.2,1021.4,-2.6,0.0,W,0.9
8651,8652,2014,2,24,11,276.0,374.0,186.0,138.0,5900.0,9.0,6.1,1021.0,-2.5,0.0,SW,1.2
8652,8653,2014,2,24,12,281.0,379.0,174.0,141.0,5400.0,10.0,6.6,1020.2,-2.3,0.0,SW,1.7
8653,8654,2014,2,24,13,300.0,404.0,171.0,157.0,5700.0,10.0,7.4,1019.2,-2.1,0.0,SSW,1.5
8654,8655,2014,2,24,14,,254.0,168.0,172.0,6000.0,10.0,7.6,1018.7,-2.2,0.0,SSW,1.6
8655,8656,2014,2,24,15,203.0,434.0,166.0,188.0,6100.0,11.0,7.3,1018.5,-2.2,0.0,SSW,1.4
8656,8657,2014,2,24,16,306.0,434.0,156.0,190.0,6100.0,10.0,6.7,1018.4,-2.2,0.0,S,0.9
8657,8658,2014,2,24,17,405.0,445.0,138.0,188.0,5900.0,8.0,5.6,1018.9,-2.3,0.0,SSW,1.5
8658,8659,2014,2,24,18,377.0,474.0,127.0,174.0,5400.0,6.0,4.5,1019.7,-2.4,0.0,SSW,1.1
8659,8660,2014,2,24,19,317.0,385.0,110.0,144.0,4400.0,,2.9,1020.2,-2.6,0.0,S,0.8
8660,8661,2014,2,24,20,305.0,357.0,98.0,132.0,4200.0,5.0,1.9,1020.6,-2.6,0.0,S,0.0
8661,8662,2014,2,24,21,301.0,359.0,,,,,0.2,1020.6,-2.8,0.0,WNW,0.6
8662,8663,2014,2,24,22,,,,,,,-0.5,1020.6,-2.9,0.0,W,0.9
8663,8664,2014,2,24,23,352.0,393.0,90.0,134.0,5100.0,6.0,-0.9,1020.6,-2.9,0.0,WNW,0.6
8664,8665,2014,2,25,0,350.0,395.0,80.0,137.0,6100.0,6.0,-1.4,1020.7,-3.3,0.0,W,0.7
8665,8666,2014,2,25,1,368.0,415.0,79.0,136.0,6200.0,6.0,-1.7,1020.5,-3.3,0.0,WSW,0.6
8666,8667,2014,2,25,2,368.0,415.0,79.0,136.0,6200.0,6.0,-0.6,1020.3,-2.7,0.0,E,0.2
8667,8668,2014,2,25,3,360.0,398.0,107.0,137.0,,6.0,0.0,1020.1,-2.2,0.0,NE,0.1
8668,8669,2014,2,25,4,383.0,415.0,88.0,139.0,6700.0,,0.7,1020.0,-1.9,0.0,NE,0.0
8669,8670,2014,2,25,5,384.0,432.0,102.0,,6500.0,8.0,1.3,1020.1,-1.8,0.0,W,0.9
8670,8671,2014,2,25,6,396.0,434.0,106.0,138.0,6600.0,10.0,1.1,1020.2,-2.0,0.0,W,0.6
8671,8672,2014,2,25,7,401.0,446.0,102.0,137.0,6400.0,10.0,1.4,1020.8,-1.8,0.0,W,0.8
8672,8673,2014,2,25,8,401.0,446.0,102.0,137.0,6400.0,8.0,3.4,1020.8,-1.0,0.0,W,0.5
8673,8674,2014,2,25,9,379.0,417.0,108.0,130.0,5300.0,8.0,4.9,1020.6,-1.3,0.0,W,1.2
8674,8675,2014,2,25,10,366.0,412.0,118.0,125.0,4800.0,9.0,6.3,1020.4,-1.4,0.0,ENE,1.3
8675,8676,2014,2,25,11,354.0,396.0,135.0,122.0,4200.0,13.0,7.3,1019.8,-1.4,0.0,ESE,0.3
8676,8677,2014,2,25,12,350.0,396.0,138.0,128.0,4000.0,17.0,8.1,1018.4,-1.2,0.0,NE,0.4
8677,8678,2014,2,25,13,350.0,396.0,138.0,128.0,4000.0,,8.9,1017.5,-0.7,0.0,SE,0.9
8678,8679,2014,2,25,14,,,,,,,9.1,1017.0,-0.8,0.0,SSE,1.3
8679,8680,2014,2,25,15,,,,,,,8.9,1016.9,-0.7,0.0,SSW,1.6
8680,8681,2014,2,25,16,,,,,,,8.3,1017.2,-0.5,0.0,S,0.4
8681,8682,2014,2,25,17,,,,,,,5.7,1017.7,-0.6,0.0,WNW,0.8
8682,8683,2014,2,25,18,,,,,,,3.6,1018.3,-0.6,0.0,NE,0.1
8683,8684,2014,2,25,19,,,,,,,2.4,1018.7,-1.0,0.0,NE,0.1
8684,8685,2014,2,25,20,,,,,,,2.3,1019.0,-0.8,0.0,W,1.0
8685,8686,2014,2,25,21,478.0,525.0,86.0,194.0,5900.0,,1.5,1019.0,-1.2,0.0,WSW,0.7
8686,8687,2014,2,25,22,478.0,525.0,86.0,194.0,5900.0,7.0,0.9,1019.0,-1.7,0.0,W,0.8
8687,8688,2014,2,25,23,475.0,519.0,67.0,182.0,6600.0,7.0,0.7,1018.6,-1.4,0.0,W,0.9
8688,8689,2014,2,26,0,476.0,516.0,,,,,1.5,1018.4,-1.4,0.0,WSW,0.8
8689,8690,2014,2,26,1,,,,,,,0.3,1018.2,-1.8,0.0,W,0.8
8690,8691,2014,2,26,2,,,,,,,-0.3,1017.7,-2.0,0.0,WSW,0.6
8691,8692,2014,2,26,3,,,,,,,-0.1,1017.0,-1.8,0.0,W,1.0
8692,8693,2014,2,26,4,,,,,,,-0.5,1016.7,-2.2,0.0,WSW,0.8
8693,8694,2014,2,26,5,,,,,,,-0.9,1016.3,-2.3,0.0,WSW,0.9
8694,8695,2014,2,26,6,,,,,,,-1.0,1016.2,-2.4,0.0,E,0.0
8695,8696,2014,2,26,7,,,,,,,0.5,1016.9,-1.1,0.0,W,1.2
8696,8697,2014,2,26,8,434.0,488.0,120.0,142.0,5000.0,7.0,3.2,1016.9,-0.3,0.0,WSW,1.5
8697,8698,2014,2,26,9,441.0,490.0,128.0,147.0,5100.0,8.0,5.6,1015.3,0.2,0.0,ESE,0.8
8698,8699,2014,2,26,10,435.0,491.0,136.0,149.0,4700.0,8.0,7.0,1015.4,0.2,0.0,NNE,1.3
8699,8700,2014,2,26,11,452.0,514.0,146.0,165.0,4900.0,10.0,8.1,1014.5,0.8,0.0,NE,1.1
8700,8701,2014,2,26,12,452.0,514.0,146.0,165.0,4900.0,,9.1,1014.0,1.0,0.0,NNW,1.8
8701,8702,2014,2,26,13,475.0,521.0,166.0,177.0,4800.0,14.0,9.0,1013.6,1.4,0.0,NE,1.7
8702,8703,2014,2,26,14,501.0,546.0,,,,,8.9,1013.4,1.5,0.0,NNE,1.7
8703,8704,2014,2,26,15,512.0,568.0,164.0,180.0,5500.0,13.0,9.3,1013.5,1.7,0.0,ENE,2.0
8704,8705,2014,2,26,16,499.0,563.0,,,,,9.2,1014.4,2.1,0.0,N,1.1
8705,8706,2014,2,26,17,453.0,488.0,160.0,160.0,4800.0,8.0,8.3,1015.9,4.1,0.5,ENE,1.0
8706,8707,2014,2,26,18,274.0,311.0,86.0,93.0,2800.0,19.0,7.8,1016.4,4.6,0.4,ENE,1.5
8707,8708,2014,2,26,19,130.0,122.0,39.0,64.0,1700.0,20.0,7.8,1016.8,4.2,0.1,N,1.2
8708,8709,2014,2,26,20,85.0,32.0,29.0,71.0,1500.0,7.0,7.9,1017.2,2.6,0.3,NE,1.8
8709,8710,2014,2,26,21,62.0,5.0,40.0,69.0,1300.0,8.0,7.6,1017.6,1.6,0.0,NNE,1.0
8710,8711,2014,2,26,22,,5.0,38.0,38.0,800.0,34.0,7.5,1018.1,0.2,0.0,NNW,0.8
8711,8712,2014,2,26,23,18.0,5.0,38.0,38.0,800.0,32.0,7.5,1018.6,-5.6,0.0,NNW,1.3
8712,8713,2014,2,27,0,24.0,5.0,47.0,25.0,500.0,52.0,6.3,1019.6,-8.4,0.0,NW,1.8
8713,8714,2014,2,27,1,13.0,5.0,22.0,11.0,400.0,69.0,5.4,1020.4,-10.4,0.0,NNE,1.8
8714,8715,2014,2,27,2,11.0,5.0,22.0,12.0,400.0,65.0,5.2,1020.5,-12.8,0.0,NNW,2.0
8715,8716,2014,2,27,3,9.0,5.0,18.0,10.0,400.0,69.0,3.9,1020.7,-11.7,0.0,ENE,2.0
8716,8717,2014,2,27,4,12.0,5.0,19.0,13.0,400.0,,3.7,1021.2,-13.2,0.0,NE,2.5
8717,8718,2014,2,27,5,14.0,5.0,24.0,13.0,400.0,42.0,2.9,1022.3,-12.6,0.0,NW,1.2
8718,8719,2014,2,27,6,9.0,5.0,18.0,13.0,400.0,66.0,2.5,1023.3,-13.0,0.0,NE,3.2
8719,8720,2014,2,27,7,11.0,5.0,25.0,30.0,500.0,50.0,3.3,1025.0,-13.1,0.0,NE,1.8
8720,8721,2014,2,27,8,15.0,5.0,26.0,49.0,600.0,33.0,3.9,1025.4,-13.4,0.0,NE,3.1
8721,8722,2014,2,27,9,14.0,5.0,17.0,31.0,500.0,56.0,4.5,1025.2,-13.9,0.0,NNE,3.3
